"","tit","voto_IMDB","num_IMDB"
"42534","Big Trouble - Una valigia piena di guai ","6.5","18847"
"42535","Al lupo! Al lupo! ","6.2","510"
"42536","Arabian Nights ","7.5","4549"
"42537","Action Man - Missione Pax 39 ",NA,NA
"42538","GLI AMICI CERCA FAMIGLIA - DA DOVE VENGONO I CUCCIOLI? ",NA,NA
"42539","GLI AMICI CERCA FAMIGLIA - LA FATA CANINA ",NA,NA
"42540","PRENDI IL CACIO E SCAPPA ",NA,NA
"42541","GLI ANTENATI ","7.5","28710"
"42542","EUREKA ","7.9","43824"
"42543","ELOGE DE L'AMOUR ","6.5","2518"
"42544","Anastasia canta con me ",NA,NA
"42545","Moulin Rouge! ","7.6","247651"
"42546","Alice nel paese delle meraviglie ","7.4","112558"
"42547","OBERDAN ",NA,NA
"42548","LA MORTA DEL LAGO ",NA,NA
"42549","I MISTERI DEL CASTELLO DI MONROE ",NA,NA
"42550","L'ISTRUTTORIA ",NA,NA
"42551","The Guilty - Il colpevole ","6.2","2909"
"42552","Arturo Sandoval Story ","7.4","1054"
"42553","Il corvo 3 - Salvation ","5","9988"
"42554","YOGI - VOL.1 ","7","11"
"42555","YOGI - VOL.2 ",NA,NA
"42556","YOGI - VOL.3 ",NA,NA
"42557","YOGI - VOL.4 ",NA,NA
"42558","China Moon - Luna Di Sangue ","6.2","5130"
"42559","STRANGER THAN FICTION ","7.6","204176"
"42560","CLOUDS: LETTERS TO MY SON ","5.5","88"
"42561","La città del sole ",NA,NA
"42562","Chi pesca trova ","4.7","8707"
"42563","UNA FURTIVA LACRIMA ",NA,NA
"42564","Ironie della vita ",NA,NA
"42565","Asesinato en febrero ","7.2","54"
"42566","UNLOVED ","7.2","22"
"42567","LE CAS PINOCHET ","7.7","271"
"42568","IL SENTIERO DELLE VEDOVE ","5.7","88"
"42569","LA PLAGE NOIRE ","4.7","47"
"42570","La femme qui boit ","6.9","168"
"42571","EFIMERI POLI ","6.1","23"
"42572","Le Pornographe ","5.3","2099"
"42573","Zir-e noor-e maah ","7.1","899"
"42574","Bolivia ","7.4","1014"
"42575","Romance ","5.3","8937"
"42576","Pronti alla rissa ","5.3","12760"
"42577","Pokémon 3: L'incantesimo degli Unown ","5.7","11117"
"42578","Fughe da fermo ","6.2","25"
"42579","L'OROLOGIO DEL SIGNOR CAMILLO ",NA,NA
"42580","LO SCRIGNO DEI MILIONI ",NA,NA
"42581","PAGINE SPARSE ",NA,NA
"42582","I MARITI ALLEGRI ",NA,NA
"42583","EXTRA DRY ","5.8","76"
"42584","NUOVO SISTEMA DI VOTAZIONE ",NA,NA
"42585","PRINCESA ","6.6","392"
"42586","The Interview ","6.6","280471"
"42587","Bait - L'esca ",NA,NA
"42588","SANGUE INDIANO ","6.6","127"
"42589","LA VALLE DEI BRUTI ","6.3","122"
"42590","IL GRANDE AGGUATO ","6.6","151"
"42591","Whipped - Ragazzi al guinzaglio ","4.4","3797"
"42592","PIERO DELLA FRANCESCA ",NA,NA
"42593","Super8 Stories ","6.7","703"
"42594","IL GIOCO ","7","87"
"42595","PRIGIONIERI DI UN INCUBO ","5.7","664"
"42596","Noi siamo angeli ","6.1","355"
"42597","QUEI DUE SOPRA IL VARANO ","5.3","7"
"42598","LA VILLA DEI MISTERI ",NA,NA
"42599","Racket ","7.7","16418"
"42600","Per incanto o per delizia ","5.3","9392"
"42601","UNEASY RIDERS ","7","486"
"42602","Así es la vida - Questa è la vita ",NA,NA
"42603","L'ADORABILE INTRUSA ","6.4","261"
"42604","CRINIERE AL VENTO ",NA,NA
"42605","LO STRANIERO HA SEMPRE UNA PISTOLA ","6","853"
"42606","L'AMORE CHE HO SOGNATO ","7.6","44"
"42607","IL GOAL DEL MARTIN PESCATORE ","7.2","8"
"42608","IL PADRE DI MIA FIGLIA ",NA,NA
"42609","An Everlasting Piece ","6.3","1483"
"42610","NELLA CAMERA DI MABEL ","6.5","127"
"42611","NON CEDO ALLA VIOLENZA ","5.9","190"
"42612","CORE 'NGRATO ","8.5","24"
"42613","GOCCE D'ACQUA SU PIETRE ROVENTI ","6.9","5485"
"42614","NOWHERE TO HIDE ","5.8","377"
"42615","UN ANGELO A NEW YORK ","8.5","25"
"42616","INFILTRATO ","5.5","8"
"42617","Ci vediamo in tribunale ",NA,NA
"42618","LA CASA DOVE ABITAVA CORINNE ","4.9","11"
"42619","COMPAGNI DI BRANCO ",NA,NA
"42620","Mamma, mi si è depresso papà ",NA,NA
"42621","Adios, comandante amigo ",NA,NA
"42622","Caligrama ",NA,NA
"42623","LA FRECCIA NERA ","6.2","244"
"42624","27 Baci perduti ","6.8","1275"
"42625","American Way - I folli dell'etere ","5.8","415"
"42626","Spy Kids ","5.5","96776"
"42627","EL SECRETO DEL MAR ","5.8","212"
"42628","IL SIGILLO D'ORO ",NA,NA
"42629","EL POLEO TEJADO ",NA,NA
"42630","FLOR DE ARROYO ",NA,NA
"42631","UN DRAMA A LA MONTANA ",NA,NA
"42632","QUELLI DELLA SPECIALE ","6.1","8"
"42633","L'uomo che ho ucciso ","7.7","722"
"42634","CRITTERS 2 ","5.4","12068"
"42635","Ferite mortali ","5.5","29871"
"42636","Brothers - Storie di sesso e libertà ",NA,NA
"42637","I gattoni ","5.3","16513"
"42638","Blinky Bill ","5.1","586"
"42639","IL BRUTTO ANATROCCOLO ","7.7","2136"
"42640","Heartbreakers - Vizio di famiglia ","6.2","48023"
"42641","TANTI AUGURI! ",NA,NA
"42642","Batman ","7.5","305522"
"42643","LA RIVOLTELLA DI KRI KRI ",NA,NA
"42644","WILD AMERICA ","6.3","6152"
"42645","EL TANGO ES UNA HISTORIA ",NA,NA
"42646","Qualcuno come te ","6.1","21944"
"42647","IL MEGLIO DI BRACCOBALDO - VOL. 1 ",NA,NA
"42648","L'AMMUTINAMENTO DI BUNNY ",NA,NA
"42649","Alla ricerca della valle incantata 2 ","5.9","7131"
"42650","Action Man - Una questione di fiducia ",NA,NA
"42651","Action Man - R.A.I.D. ","4.7","58"
"42652","SENZA CUORE ",NA,NA
"42653","Cascina Vianello ","5.1","32"
"42654","UNO DI NOI ",NA,NA
"42655","GIDEON ","6.8","1075"
"42656","I SOLITI AMICI ","5.6","4307"
"42657","I viaggi di Gulliver ","7","5800"
"42658","IL DOMINATORE DEL TEXAS ","6.8","696"
"42659","LO SPRETATO ","6.5","59"
"42660","Non mi sfuggirai ","6","404"
"42661","IL FANTASMA DELLA MORTE ",NA,NA
"42662","LA LUCE CHE TORNA ","5.9","36"
"42663","SABOR A MI ","6","16"
"42664","La tenda nera ","5.2","245"
"42665","FAVOLA ","7.3","44"
"42666","Dopo la tempesta ","5.2","12"
"42667","DIAPASON ",NA,NA
"42668","À l'attaque! ",NA,NA
"42669","Amarsi può darsi ","6.2","48"
"42670","NORMA E FELICE ","6.8","6"
"42671","Druids - La rivolta ","2.7","4806"
"42672","Il ritorno di Sandokan ","6.6","160"
"42673","SANSONE E DALILA ","6.8","5982"
"42674","I RAGAZZI DEL MURETTO ","6.1","43"
"42675","Caro maestro ","5.6","46"
"42676","QUATTRO IRRESISTIBILI BRONTOLONI ","6.4","134"
"42677","TIMECODE ","6.2","6198"
"42678","THE FIRE PATROL ",NA,NA
"42679","THE AQUITTAL ",NA,NA
"42680","SHIFTING SAND ","7.3","674"
"42681","ORA PRO NOBIS ","8.2","49"
"42682","LA BELLA SALAMANDRA ",NA,NA
"42683","POVERA LEDA ",NA,NA
"42684","Addio e ritorno ",NA,NA
"42685","La signora della città ",NA,NA
"42686","POSITANO ",NA,NA
"42687","PADRE PAPA' ","6.6","10"
"42688","LO SPACCONE VAGABONDO ","5.8","224"
"42689","IL MARCHIO DEL RINNEGATO ","5.9","104"
"42690","DIREZIONE NORD ","6.8","248"
"42691","L'UOMO CHE INSEGUIVA LA MORTE ",NA,NA
"42692","Passione fatale ","6.1","559"
"42693","Donna ",NA,NA
"42694","MONKEY BONE ","4.7","15611"
"42695","A.A.A. Achille ","6.1","67"
"42696","Dimmi che non è vero ","5","12045"
"42697","EDDIE PRESLEY ","5.3","265"
"42698","Ragazze nel pallone ","6","79262"
"42699","I GIORNI DELL'AMORE E DELL'ODIO - CEFALONIA ","3.5","26"
"42700","Chill Factor - Pericolo imminente ","5.2","8852"
"42701","KEVIN E PERRY A IBIZA ","5.5","11272"
"42702","Un corpo da reato ","6.1","27244"
"42703","IL RITORNO DEL PIRATA ",NA,NA
"42704","IL MISTERO DELLE 12,35 ",NA,NA
"42705","IL CASTELLO DEL RAGNO ",NA,NA
"42706","S.O.S. ","6","205"
"42707","MORGANE LA SIRENE ",NA,NA
"42708","TANGOS, BAYLE NUESTRO ","6.8","35"
"42709","La bella di Mosca ","6.9","3203"
"42710","Thirteen Days ","7.3","49911"
"42711","LUCAS ",NA,NA
"42712","ELEPHANT JUICE ","4.9","292"
"42713","NONNO FELICE ","5.9","36"
"42714","Casa dolce casa ","7.7","13490"
"42715","La vita è un sogno ","7.7","143575"
"42716","Morte di una strega ","5.7","6"
"42717","Sorellina e il principe del sogno ","6.5","302"
"42718","Mosè ","6.7","1174"
"42719","LA VOCE DEL CUORE ","6.4","5"
"42720","IL PICCOLO LORD ","7.4","3349"
"42721","PAZZA FAMIGLIA ","6.8","13"
"42722","ITALIAN RESTAURANT ","6.9","24"
"42723","Due volte vent'anni ",NA,NA
"42724","Giuseppe ","7.7","1967"
"42725","Aquila rossa ","5.8","146"
"42726","DUELLO ","6.3","13844"
"42727","THE BUILDING ",NA,NA
"42728","Bar Roma ",NA,NA
"42729","QUASI FRATELLI ","6.2","6"
"42730","I Nibelunghi ","8.1","4497"
"42731","Scimmie come noi ","5.6","347"
"42732","IL GRANDE FUOCO ","6.9","10"
"42733","LA MATASSA DI SETA ",NA,NA
"42734","FABER ",NA,NA
"42735","12 pomeriggi ","3.5","163"
"42736","UNA DISPERATA VITALITA' ",NA,NA
"42737","PER FARE LA SUA CONOSCENZA ",NA,NA
"42738","LA PIOVRA 7 ","8.2","340"
"42739","LA FIGLIA DEL MAHARAJA ","6.6","253"
"42740","LA FAMIGLIA RICORDI ","6.1","18"
"42741","ROSSELLA ","6.5","2585"
"42742","LA ROSSA DEL ROXY BAR ",NA,NA
"42743","Butterfly ","6.7","1154"
"42744","SCAMPOLO ","6.4","169"
"42745","STORIA DI UNA PICCOLA PARIGINA ",NA,NA
"42746","ENRICO IV ","6.4","236"
"42747","POLIDOR ALPINISTA ",NA,NA
"42748","Più forte che Sherlock Holmes ","5","19"
"42749","FINO ALLA TENEBRA ",NA,NA
"42750","IL PREZZO DELLA VITA ","6.7","1020"
"42751","Dal tramonto all'alba 3 ","4.8","10097"
"42752","Fantaghirò 4 ","6.7","767"
"42753","L'ONORE DELLA FAMIGLIA ","6.8","17"
"42754","LA MORTE CIVILE ","6.1","7"
"42755","The Calling - la chiamata ","5.1","39402"
"42756","RICOCHET RIVER ","4.9","240"
"42757","Desert Blue ","6.2","2036"
"42758","MISSUS ","6","12"
"42759","DESIDERIA E L'ANELLO DEL DRAGO ","6.9","446"
"42760","TRE VITE ALLO SPECCHIO ","7.1","3635"
"42761","A proposito di uomini ","5.1","308"
"42762","L'UOMO DEL DESTINO ",NA,NA
"42763","TREKKING ","5.9","1549"
"42764","FRIENDS - SERIE 6 - EPISODI 13-16 ",NA,NA
"42765","FRIENDS - SERIE 6 - EPISODI 21-24 ",NA,NA
"42766","FRIENDS - SERIE 6 - EPISODI 17-20 ",NA,NA
"42767","Il fratello minore ","7.6","3246"
"42768","Il cubo rosso ",NA,NA
"42769","FRANTUMI ","5.2","6"
"42770","DOGS ","8.4","523"
"42771","LEONARDO PIERACCIONI SHOW ",NA,NA
"42772","Illusioni ","5.1","1191"
"42773","OVERNIGHT DELIVERY ","6.1","5728"
"42774","L'ULTIMO DEI GRANDI RE ","6.3","1644"
"42775","EL SECRETO DE LA TLOMPETA ","7.5","795"
"42776","TIR ","7.2","128"
"42777","JUNK MAIL ","6.8","1915"
"42778","Balija ",NA,NA
"42779","LIBERI E BELLI ",NA,NA
"42780","UN BUCO NELL'ACQUA ",NA,NA
"42781","THE LIFT ","6.2","5197"
"42782","TELEVISORE ","7.6","121"
"42783","SPIN DRY ","8.9","7"
"42784","Assolutamente famosi ","7","2999"
"42785","DIVIDED WE FALL ","7.7","4567"
"42786","Biedermeier ",NA,NA
"42787","Applaus ","6.7","905"
"42788","Avsporing ","6.6","67205"
"42789","5 aprile ",NA,NA
"42790","Ti mangerei di baci ",NA,NA
"42791","SUL MARE LUCCICA ","5.7","61"
"42792","SPUTO ","7","20597"
"42793","PADRE QUOTIDIANO ",NA,NA
"42794","Estate in città ",NA,NA
"42795","LA VOLPE E L'APE ",NA,NA
"42796","L'astice ",NA,NA
"42797","DOBRA SGNOBRA ",NA,NA
"42798","Cheste so' sarde e cheste so' alici ",NA,NA
"42799","TOUT DOIT DISPARAITRE ","4.3","319"
"42800","TODAY ","5.1","1461"
"42801","KORTE NOTATER ","7.4","8"
"42802","Il tramonto dell'umanità ",NA,NA
"42803","LA VIA DEL DOLORE ",NA,NA
"42804","IL PATTO DI POLIDOR ",NA,NA
"42805","PIECES OF THE MOON ",NA,NA
"42806","JOJO LA FRITE ","5.2","17"
"42807","IN VIAGGIO VERSO IL MARE ","6.1","1406"
"42808","RAVEN HAWK ","6.3","784"
"42809","Nucleo Zero ",NA,NA
"42810","Barnie et ses petites contrariétés ","5.8","492"
"42811","Domani andrà meglio ",NA,NA
"42812","PHILIPPE PETAIN: PROCESSO A VICHY ",NA,NA
"42813","La moitié du ciel ","6.5","10"
"42814","PLUS FORT QUE LE SILENCE ","5.7","191"
"42815","LA FUENTE AMARILLA ","5.8","191"
"42816","LA PICCOLA ILLUSIONE ",NA,NA
"42817","IL MATTINO ","6","5269"
"42818","LARVE ",NA,NA
"42819","INDICE DI FREQUENZA ",NA,NA
"42820","LA CHAMBRE DES MAGICIENNES ","6.7","184"
"42821","CIRCUS BAOBAB ","7","8"
"42822","DELITTO TRA LE RIGHE ","6.7","172"
"42823","JOS 6 OLIS 9 (T.O.) ",NA,NA
"42824","GLI OCCHI APERTI ",NA,NA
"42825","ENTRE FRERE ET SOEUR ",NA,NA
"42826","The Net - intrappolata nella rete ","5.9","54860"
"42827","81 ","7.5","11"
"42828","LOUISE - TAKE 2 ","6.8","255"
"42829","Turbo - Power Rangers - Il film ","3.5","7532"
"42830","La Piovra ","8.8","2570"
"42831","Kinski, il mio nemico più caro ","7.9","9263"
"42832","PHANTASM III -  LORD OF THE DEAD ","6.1","7142"
"42833","ROYCE ","5","632"
"42834","Non mi basta il successo più ",NA,NA
"42835","MASCHI E FEMMINE ",NA,NA
"42836","FEEL THE MAGIC ",NA,NA
"42837","L'EQUIVOCO ",NA,NA
"42838","DIVANO METROPOLITANO ",NA,NA
"42839","LA CRAVATTA ","6.7","1530"
"42840","Catturati! ",NA,NA
"42841","Assassinio al tg ",NA,NA
"42842","Anagni galeotta ",NA,NA
"42843","24 Aprile ",NA,NA
"42844","IL MARE DI SOTTO ","9.2","12"
"42845","KLEINER POSTRAUB ",NA,NA
"42846","FUOCHINO ",NA,NA
"42847","LA FIRMA ",NA,NA
"42848","Avere o leggere? ",NA,NA
"42849","I tunnel della realtà ",NA,NA
"42850","Hotel ","6.7","1008"
"42851","UNA QUESTIONE D'ONORE ","6.9","90"
"42852","IL RITORNO DI CASANOVA ","5.9","461"
"42853","L'amore probabilmente ","6","68"
"42854","I SPY RETURNS - IL RITORNO DELLE SPIE ",NA,NA
"42855","Rischio di morte ","5.3","381"
"42856","MENO 9 ","8.4","7156"
"42857","Troppo lontano ","7.1","583"
"42858","All About Rolling Stones ",NA,NA
"42859","VOCAZIONE AL MARTIRIO ",NA,NA
"42860","DENTE PER DENTE ","5.7","32"
"42861","QUEEN'S PARK STORY ","7.3","20"
"42862","FETCH ","3.3","142"
"42863","Casting ","7","158"
"42864","L'UOMO CHE NON POTEVA APRIRE PORTE ",NA,NA
"42865","MADRI IN ARMI ",NA,NA
"42866","L'ALIANTE ","5.6","18494"
"42867","LA LETTERA ","6.3","616"
"42868","Non mi innamoro più ",NA,NA
"42869","GREEN MONKEY ","4.6","517"
"42870","CINQUE MINUTI ",NA,NA
"42871","TANTI AUGURI ",NA,NA
"42872","PICCOLO CAMBIAMENTO ",NA,NA
"42873","SIGNOR JERONIMO ",NA,NA
"42874","GLI UOMINI VERI MANGIANO CARNE ",NA,NA
"42875","Un giorno perfetto ","5.6","920"
"42876","IL PADRE RUBATO ",NA,NA
"42877","L'ULTIMA INVENZIONE ",NA,NA
"42878","KYRIE O L'INIZIO DEL CAOS ",NA,NA
"42879","LO SPECCHIO DEL CIELO ",NA,NA
"42880","ZOMBI HORROR ","5.7","4338"
"42881","YANOMAMI - GLI ULTIMI INDIOS ",NA,NA
"42882","XIU XIU ","7.5","2924"
"42883","L'uomo che catturò Eichman ","6.5","638"
"42884","A che punto è la notte ","7.2","34"
"42885","TERRITORI D'OMBRA ","6.1","18"
"42886","L'ULTIMO GUERRIERO ","5.8","16941"
"42887","L'ultimo fuorilegge ","6.4","1932"
"42888","ULTIMO BERSAGLIO ","7","5"
"42889","L'ultimo attacco ","5.8","5635"
"42890","ULTIMI GIORNI AL CREMLINO ",NA,NA
"42891","L'ultima partita ","7.7","23"
"42892","L'OMBRA DEL PASSATO ","7.6","10357"
"42893","L'ULTIMA SCELTA DI MAX ","7.1","200"
"42894","IL CLUB DEGLI IMPICCATI ",NA,NA
"42895","NATACHA ","8.2","736"
"42896","LA POESIA DELLE MASCHERE ",NA,NA
"42897","IL SALICE PIANGENTE ",NA,NA
"42898","MIND BREAKERS - ILLUSIONI DELLA MENTE ","2.6","286"
"42899","IL DEMONE OCCULTO ",NA,NA
"42900","UNA PARTITA DI LAWN-TENNIS ",NA,NA
"42901","L'ULTIMA ESTATE A TANGERI ","4.8","135"
"42902","DERBY ","6.1","86"
"42903","IL VOLO DELLA COLOMBA ","4.6","296"
"42904","NEMICI INTIMI ",NA,NA
"42905","L'orma del califfo ","5.5","57"
"42906","A rischio d'amore ",NA,NA
"42907","L'ombra della sera ",NA,NA
"42908","Due madri per Rocco ",NA,NA
"42909","NOSTROMO ","7","213"
"42910","La dottoressa Giò ",NA,NA
"42911","Teo ",NA,NA
"42912","VIAGGIO MORTALE ","6.9","569"
"42913","VIAGGIO NELL'INFERNO ","4.5","101"
"42914","500! ",NA,NA
"42915","La verità nascosta ",NA,NA
"42916","NESSUNO ESCLUSO ","7.4","5"
"42917","STREGATI DALLA LUNA ","3.8","28"
"42918","E adesso sesso ","3","105"
"42919","Terza generazione ","7.1","2788"
"42920","LA CIENAGA ","7","4456"
"42921","LA MORTE BIANCA ",NA,NA
"42922","TRIESTE ",NA,NA
"42923","UNA TRAGEDIA SULL'ISONZO ",NA,NA
"42924","MACISTE ATLETA ",NA,NA
"42925","TRILOGIA DI DORINA ",NA,NA
"42926","TIGRE REALE ","5.4","444"
"42927","INCHIESTA AD ALTO RISCHIO ","3.2","563"
"42928","La comunidad - Intrigo all'ultimo piano ","7.3","9664"
"42929","VOLO 174: IN CADUTA LIBERA ","5.7","573"
"42930","CUT - IL TAGLIAGOLE ","4.2","2949"
"42931","VOLCANO - SENZA VIA DI SCAMPO ","4.3","483"
"42932","UNA VOLANTE TUTTA MATTA ","2.5","4109"
"42933","VITE DANNATE ","5.9","3398"
"42934","LA VITA SEGRETA DI MIO MARITO ","4.7","143"
"42935","UNA VITA PER IL CATCH ",NA,NA
"42936","UNA VITA DIFFICILE ","8.1","1181"
"42937","VISIONI DI UN DELITTO ","5.4","506"
"42938","EL TITI EN EL LAGO SAGRADO ",NA,NA
"42939","ISKANWAYA: DONDE LAS PIEDRAS NO CALLAN SU HISTORIA (T.O.) ",NA,NA
"42940","Amarete: una historia con identidad ",NA,NA
"42941","""1879 - 2001"" Epitafio a una guerra: Bolivia, Chile y Peru ",NA,NA
"42942","Accusa: violenza carnale ",NA,NA
"42943","L'avvocato delle donne ",NA,NA
"42944","La città dei pirati ",NA,NA
"42945","Io e la mamma ","3.8","8"
"42946","VICINO ALL'ASSASSINO ",NA,NA
"42947","L'avvocato Porta ","6.9","14"
"42948","Viaggio senza ritorno ","6.3","4422"
"42949","DAVIDE ","7.1","703"
"42950","LINDA E IL BRIGADIERE ","6.8","59"
"42951","Don Milani - Il Priore di Barbiana ","6.8","30"
"42952","VERSO IL PARADISO ",NA,NA
"42953","L'IRRESISTIBILE VERDONE ",NA,NA
"42954","STARTING PLACE - POINT DE DEPART ","8.1","25"
"42955","GUNS ","3.9","722"
"42956","THE EDGE ","6.9","62437"
"42957","UN VERDETTO DIFFICILE ",NA,NA
"42958","Il Golem – Come venne al mondo ",NA,NA
"42959","TRACCE DI UN ASSASSINO ","4.3","187"
"42960","La maman et la putain ","8.1","4278"
"42961","IL VENTO NEI SALICI ",NA,NA
"42962","VENDETTA PERSONALE ","5.7","13800"
"42963","IL VETTURALE DEL MONCENISIO ",NA,NA
"42964","Più forte del destino ",NA,NA
"42965","L'OSTACOLO ",NA,NA
"42966","VIZIO ATAVICO ",NA,NA
"42967","INCONTRO AL BUIO ","4.7","170"
"42968","L'ULTIMA DANZA ",NA,NA
"42969","IL RE DELL'ATLANTICO ",NA,NA
"42970","IL PANE ALTRUI ",NA,NA
"42971","LA PIOVRA 8 ","7.9","249"
"42972","UN PRETE FRA NOI ",NA,NA
"42973","VACANZE IN VAL TREBBIA ","5.9","8"
"42974","Vacanze di Natale ","6","844"
"42975","Mio padre è innocente ",NA,NA
"42976","LADRI SI NASCE ","4.8","16"
"42977","UNA VACANZA FUORI DI TESTA ","2.3","1957"
"42978","Salomone ","6.5","606"
"42979","Dalla parte del cuore ","6.1","1394"
"42980","L'ORO DI PICANO VALLEY ","5.1","351"
"42981","FIREWORKS - WATERWORKS ",NA,NA
"42982","WARBUS ","4.9","181"
"42983","WARHEAD ","6.2","54820"
"42984","The War ","6.7","11112"
"42985","LA MADRE FOLLE ",NA,NA
"42986","OLTRE LE SOGLIE DELLA MORTE ",NA,NA
"42987","UNO SCERIFFO PER WEATHER SPRING ","5.1","196"
"42988","Caruso, zero in condotta ","4.6","124"
"42989","LA VIE D'UNE FEMME ","5.7","557"
"42990","NEMESIS ","6.4","66318"
"42991","MARCELLA ","7.5","13400"
"42992","LA VEDOVA SCALTRA ",NA,NA
"42993","LE COLONEL CHABERT ","7","1585"
"42994","IL BACIO DI CIRANO ",NA,NA
"42995","WAGONS EAST! ","4.8","4473"
"42996","TABLOID ","7","6454"
"42997","Le tre corone del marinaio ","7.4","605"
"42998","TERRORE A DOMICILIO ","5.5","141"
"42999","TEMPO DI RISCATTO ",NA,NA
"43000","TARZAN - IL MISTERO DELLA CITTA' PERDUTA ","4","1968"
"43001","DAS ACHTE GEBOT ",NA,NA
"43002","TRAPPOLA NELLA NOTTE ","4.6","104"
"43003","TRAPPOLA PER DUE ",NA,NA
"43004","Italiano per principianti ","7.1","12146"
"43005","Il sarto di Panama ","6.2","26047"
"43006","Don's Plum ","5.8","3690"
"43007","IMPERATIV ","7.3","75"
"43008","Intuizioni mortali ","4.3","185"
"43009","INVISIBILE ","4.2","227"
"43010","I NOMADI ","7.2","3356"
"43011","L'anno del sole quieto ","7.3","788"
"43012","La maschera di scimmia ","5.1","1410"
"43013","TORBIDE OSSESSIONI ","6.2","2874"
"43014","KILLING BLUE ","4.2","210"
"43015","Le avventure di Tom Sawyer e Huck Finn ","5.6","8768"
"43016","TOP MODEL PER UCCIDERE ","5.2","737"
"43017","IL TOCCO FEMMINILE ",NA,NA
"43018","TIMESCAPE ","6.6","2207"
"43019","Titti turista tuttofare ",NA,NA
"43020","Germania Pallida Madre ","7.2","572"
"43021","FRIENDS - SERIE 6 - EPISODI 9-12 ",NA,NA
"43022","FRIENDS - SERIE 6 - EPISODI 5-8 ",NA,NA
"43023","THE ZONE ","6.5","122696"
"43024","JAMES A. MICHENER'S TEXAS - L'ULTIMA FRONTIERA ",NA,NA
"43025","Caporal Simon ",NA,NA
"43026","LA SCURE DEGLI STUART ",NA,NA
"43027","SILVIO PELLICO ",NA,NA
"43028","IL MARESCIALLO ROCCA ","6.9","103"
"43029","SUL ROGO DELL'AMORE ",NA,NA
"43030","LA SORELLA DEL BANDITO ",NA,NA
"43031","IL BOIA ","6.7","556"
"43032","DIO VEDE E PROVVEDE 2 ","6.1","21"
"43033","Avvocati ","8.4","9"
"43034","TUNNEL VISION ","5.1","536"
"43035","RITORNARE A VOLARE ","4.8","6"
"43036","IL MASTINO ",NA,NA
"43037","TU MI HAI SALVATO LA VITA ",NA,NA
"43038","TROPPO GIOVANE PER MORIRE ","5.3","267"
"43039","TRE VITE ALLO SPECCHIO ","7.1","3635"
"43040","TRE OTTANTENNI IN VENA DI FOLLIE ",NA,NA
"43041","Le tre vite di Karen ","5.3","100"
"43042","TWIN SISTERS ","7.5","6059"
"43043","Save the Last Dance ","6.2","53135"
"43044","IL SEGRETO DI SHARON ","5.5","143"
"43045","Extra-dry: Carnevale 1910 - Carnevale 1913 ",NA,NA
"43046","Il più grande amore ","6.8","22"
"43047","SCELTE DEL CUORE ","7","135"
"43048","SCELTA D'AMORE ","5.9","1590"
"43049","Valentine - Appuntamento con la morte ","4.8","22562"
"43050","DARSENA SUR ","7.8","23"
"43051","DE CARNE Y SUENO ",NA,NA
"43052","Antes del silencio ",NA,NA
"43053","OTONO ",NA,NA
"43054","HOMENAJE A VICTOR MAGARINOS D. ",NA,NA
"43055","Gli strilloni ","7","17093"
"43056","Assatanata ","5.9","36249"
"43057","16060 ","7","63"
"43058","SCUOLA MILITARE ","3.6","31"
"43059","STAR TREK THE NEXT GENERATION - IL SEGRETO DI SPOCK ",NA,NA
"43060","PROFESSIONE FANTASMA ","7.1","9"
"43061","INCANTESIMO ","7.8","12516"
"43062","PROVINCIA SEGRETA ","4.3","7"
"43063","SCORPIO RISING ","7","3865"
"43064","Un affare di gusto ","6.9","1506"
"43065","SCONTRO FINALE - WARRIORS ","7.7","754"
"43066","Amici ahrarara ","4.3","89"
"43067","UNO SCOMODO IMPREVISTO ",NA,NA
"43068","LA VERGINE DEL MARE ",NA,NA
"43069","IL COFANETTO DEI MILIONI ",NA,NA
"43070","Il tempo dei cavalli ubriachi ","7.7","6222"
"43071","The Opportunists ","5.8","1078"
"43072","Prenditi un sogno ","6.7","1723"
"43073","SCOMMESSA CON LA MORTE ","6.3","35945"
"43074","SCELTE PROIBITE ","5.3","236"
"43075","Amico mio 2 ","6.7","15"
"43076","SCEGLI IL MALE MINORE ","6.7","629"
"43077","UN POSTO AL SOLE ","7.8","17585"
"43078","VITE BLINDATE ",NA,NA
"43079","SCAMBIO D'ACCUSE ","5.2","167"
"43080","SCACCO ALL' ORGANIZZAZIONE ",NA,NA
"43081","LA PIOVRA 9 ","8.1","218"
"43082","Chimera ","5.7","86423"
"43083","SBIRRI DA SBALLO ","7.5","5257"
"43084","SBIRRI DA SBALLO ","7.5","5257"
"43085","THE SANDCASTLE ","6.8","9"
"43086","CINDY CRAWFORD - SHAPE YOUR BODY II ","8.2","77"
"43087","SFW - So Fucking What ","5.9","4436"
"43088","LA SERPE DI ZANZIBAR ","7.3","1405"
"43089","NOBODY'S BABY ","6.5","1402"
"43090","UN SENTIERO NEL DESERTO ","5.4","727"
"43091","The Breakfast ",NA,NA
"43092","Selena ","6.7","21834"
"43093","LIPSERVICE ","8.8","28"
"43094","HE SHOOTS HE SCORES ",NA,NA
"43095","GORT NA GCNAMH ",NA,NA
"43096","FLYING SAUCER ROCK' N' ROLL ","4.3","49"
"43097","DREAM KITCHEN ","6.3","93"
"43098","UN SIMPATICO TRUFFATORE ","6","204"
"43099","CHRONO PERAMBULATOR ","6.9","92"
"43100","Thè ",NA,NA
