"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10"
"Fringe ";"4.18";"2008";" Fantascienza";" USA";" 43 Min";" Warner Bros. Television";" Conclusa";" Anna Torv, Joshua Jackson, John Noble, Lance Reddick, Blair Brown, Jasika Nicole, Seth Gabel, Kirk Acevedo, Mark Valley";"                                            Gli agenti dell'FBI Olivia Dunham e Peter Bishop si trovano di fronte alla rapida diffusione di un fenomeno naturale apparentemente inspiegabile e pericoloso. Nel tentativo di fermare il contagio, con l'appoggio anche dell'agente Phillip Broyles, i due tentano di ottenere l'aiuto del dottor Walter Bishop, padre di Peter, un genio della scienza rinchiuso da molti anni in un istituto d’igiene mentale."
"La vita segreta di una teenager americana ";"3.99";"2008";" Drammatico";" USA";" 45 Min";" ABC Family Original Productions";" Conclusa";" Shailene Woodley, Daren Kagasoff, Ken Baumann, Francia Raisa, Greg Finley, Megan Park, Steve Schirripa, Cierra Ramirez, India Eisley";"                                            La giovane Amy Juergens scopre di avere perso molto più della verginità dopo la sua prima volta con Ricky, il ragazzo più popolare del liceo. Preoccupata per la sua attuale condizione, e della reazione dei genitori, Amy si confida con le amiche e decide di portare avanti la gravidanza segretamente, almeno fino a quando le sarà possibile. A esserle di grande aiuto, anche se inizialmente non conosce la verità, è il suo nuovo e premuroso fidanzato, Ben."
"Duro a morire ";"3.14";"2007";" Drammatico";" USA";" 42 Min";" 20th Century Fox Television";" Conclusa";" Jeffrey Donovan, Gabrielle Anwar, Bruce Campbell, Sharon Gless, Coby Bell";"                                            Michael Westen è un agente della CIA, o meglio, lo era, perché durante un'operazione in Nigeria, riceve una notifica di licenziamento. Espulso dai Servizi Segreti, con il conto bancario congelato, e con qualcuno che minaccia di ucciderlo, Michael fa ritorno a Miami per scoprire perché è stato \"bruciato\". Qui, per sopravvivere, conduce delle indagini private con l'aiuto dei suoi amici, tra cui la sua ex fidanzata."
"Make It or Break It ";"3.9";"2009";" Drammatico";" USA";" 45 Min";" ABC Family Original Productions";" Cancellata";" Ayla Kell, Josie Loren, Cassie Scerbo, Chelsea Hobbs, Candace Cameron Bure, Peri Gilpin, Neil Jackson, Anthony Starke, Susan Ward";"                                            Alla Rock, un’importante palestra nel Colorado, un gruppo di giovani promesse della ginnastica - Payson, Kaylie, Lauren ed Emily, l'ultimo arrivo - ambisce a un posto nella squadra nazionale che concorrerà alle Olimpiadi. Il duro allenamento al quale si sottopongono ogni giorno, non è il solo a mettere alla prova la lucidità delle ragazze. Le quattro devono confrontarsi anche con i rispettivi drammi familiari, e i primi innamoramenti."
"90210 ";"2.83";"2008";" Drammatico";" USA";" 42 Min";" CBS Productions";" Conclusa";" Shenae Grimes, Tristan Wilds, AnnaLynne McCord, Jessica Stroup, Michael Steger, Jessica Lowndes, Matt Lanter, Trevor Donovan, Lori Loughlin";"                                            Dopo aver vissuto per anni in Kansas, i fratelli adolescenti Annie e Dixon Wilson sono costretti a trasferirsi a Los Angeles insieme ai genitori. Ad attenderli c'è la nonna, Tabitha, che dopo essere stata una famosa attrice degli anni '70, ora sta affrontando una dipendenza dall'alcol. Ovviamente ambientarsi nel nuovo e aristocratico liceo, diretto dal loro papà, non sarà per niente facile, tanto quanto entrare in un gruppo di amici che li guarda dall’alto in basso."
"Ugly Betty ";"3.86";"2006";" Commedia";" USA";" 41 Min";" ABC Studios";" Conclusa";" America Ferrera, Eric Mabius, Tony Plana, Ana Ortiz, Vanessa Williams, Michael Urie, Becki Newton, Mark Indelicato, Judith Light";"                                            Betty Suarez, secondogenita in una famiglia d’immigrati, sicuramente non è neppure lontanamente paragonabile a una delle tante modelle fotografate sulle copertine di Mode, tra i mensili di moda più venduti d'America. Betty è bassa, cicciottella, porta l'apparecchio ai denti e gli occhiali. Tuttavia, nonostante il suo aspetto goffo, sogna di diventare una giornalista di moda, e grazie a un'intuizione di Bradford Meade, diventa l'assistente di Daniel, nuovo direttore di Mode."
"FlashForward ";"3.57";"2009";" Fantascienza";" USA";" 42 Min";" ABC Studios";" Cancellata";" Joseph Fiennes, Sonya Walger, John Cho, Courtney B. Vance, Zachary Knighton, Peyton List, Brian F. O'Byrne, Christine Woods, Jack Davenport";"                                            L'intera popolazione mondiale è partecipe di un'esperienza incredibile: per 2 minuti e 17 secondi ognuno è proiettato sei mesi nel futuro. Al risveglio, tutti si chiedono se ciò che hanno o non hanno visto sia reale. Tra loro c'è anche l'agente dell'FBI Mark Benford il quale, insieme alla sua squadra, conduce un'indagine per cercare di dare una spiegazione all'accaduto, raccogliendo dei risultati spesso imprevedibili."
"Californication ";"3.58";"2007";" Commedia";" USA";" 28 Min";" Showtime";" Conclusa";" David Duchovny, Natascha McElhone, Madeleine Martin, Evan Handler, Pamela Adlon, Madeline Zima";"                                            Preda di una crisi creativa ed esistenziale, lo scrittore Hank Moody decide di trasferirsi nell'odiosa Los Angeles, anche nel tentativo di ricucire i rapporti con l’ex compagna e la figlia adolescente. Cinico e pessimista, Hank usa il sesso, quello estremo e spregiudicato, come personale valvola di sfogo. Tuttavia, portarsi a letto una donna nuova ogni notte non lo aiuta a dimenticare Karen, così come a scrivere un nuovo libro."
"Royal Pains ";"3.57";"2009";" Drammatico";" USA";" 42 Min";" Universal Cable Productions";" Conclusa";" Mark Feuerstein, Paulo Costanzo, Reshma Shetty, Brooke D'Orsay, Ben Shenkman, Campbell Scott, Jill Flint";"                                            Accusato ingiustamente della morte di un paziente, il dottor Hank Lawson lascia il suo prestigioso posto in ospedale e, spalleggiato dal fratello, si trasferisce negli Hamptons. Qui, suo malgrado, inizia a lavorare come \"medico su richiesta\" dei suoi nuovi, ricchi e famosi vicini di casa. La sua vita, però, è destinata a cambiare ancora quando riceve un'offerta da una piccola clinica locale dedita alla cura dei cittadini meno fortunati."
"Chuck ";"4.21";"2007";" Commedia";" USA";" 43 Min";" Warner Bros. Television";" Conclusa";" Zachary Levi, Adam Baldwin, Yvonne Strahovski, Joshua Gomez, Sarah Lancaster, Ryan McPartlin, Mark Christopher Lawrence, Scott Krinsky, Vik Sahay";"                                            Quando riceve un’e-mail criptata che scarica inconsciamente nel suo cervello tutti i segreti del governo, il giovane Chuck Bartowski, un imbranato nerd appassionato d’informatica, si ritrova a lavorare per la stessa agenzia da cui sono trapelate le informazioni nonostante possieda tutto fuorché le abilità richieste a un agente segreto. Ad aiutarlo c’è l'affascinante agente Sarah Walker, che si finge la sua fidanzata."
"Rescue Me ";"3.93";"2004";" Drammatico";" USA";" 44 Min";" Sony Pictures Television";" Conclusa";" Denis Leary, Michael Lombardi, Steven Pasquale, Andrea Roth, John Scurti, Daniel Sunjata, Callie Thorne, Jack McGee, Adam Ferrara";"                                            Il recente divorzio e la tragedia dell'11 settembre hanno reso un inferno in terra la vita del vigile del fuoco Tommy Gavin, colonna della Squadra 62 di New York City, che pur apparendo un uomo rude e coraggioso, nasconde un animo fragile e spaventato. Perseguitato dal fantasma del cugino morto nel crollo delle torri, Tommy cerca di rimettere insieme la sua famiglia, con scarsi risultati. Sul lavoro, le vite dei suoi colleghi non sono meno complicate."
"The Shield ";"4.15";"2002";" Poliziesco";" USA";" 45 Min";" 20th Century Fox Television, Sony Pictures Television";" Conclusa";" Michael Chiklis, Walton Goggins, David Rees Snell, Kenny Johnson, CCH Pounder, Jay Karnes, Catherine Dent, Michael Jace, Benito Martinez";"                                            Los Angeles. In una città in cui la guerra tra bande è una piaga senza fine, Vic Mackey, l'antitesi del poliziotto gentile e onesto, cerca di mantenere l'ordine nel quartiere di sua competenza, Farmington. Capitano della Squadra d’Assalto, un team di detective corrotti e dalle maniere tutt'altro che ortodosse, Vic combatte la violenza con la violenza, scendendo a patti con i cattivi per il suo tornaconto personale."
"Modern Family ";"4.03";"2009";" Commedia";" USA";" 22 Min";" 20th Century Fox Television";" In Lavorazione";" Ed O'Neill, Sofia Vergara, Julie Bowen, Ty Burrell, Jesse Tyler Ferguson, Eric Stonestreet, Rico Rodriguez, Sarah Hyland, Ariel Winter";"                                            I Pritchett sono uno dei più validi modelli di famiglia allargata. Nonostante la veneranda età, il patriarca, Jay, è un tipo moderno: marito di una donna molto più giovane di lui, e molto più avvenente, e padre di due figli, uno dei quali un gay dichiarato che conduce una relazione duratura con un uomo che crede di essere una diva. L'altra sua figlia, Claire, è una madre in carriera sempre sull'orlo dell'esaurimento nervoso. Le cause del suo stress sono il marito pasticcione e tre figli combina guai."
"Cougar Town ";"3.88";"2009";" Commedia";" USA";" 22 Min";" ABC Studios";" Conclusa";" Courteney Cox, Christa Miller, Busy Philipps, Josh Hopkins, Ian Gomez, Dan Byrd, Brian Van Holt";"                                            Con un divorzio alle spalle, la 40enne Jules Cobb spera di rifarsi una vita con un nuovo uomo. Nonostante le debolezze e le paure tipiche della sua età, Jules cerca di essere abbastanza affascinante da attirare le attenzioni di aitanti giovanotti. Tuttavia, la competizione e le disparità nei modi di pensare, le fanno capire presto che ha già più di quanto possa pretendere: l’amore di un figlio e di un gruppo di amici che assecondano le sue manie e la consolano nei momenti meno felici."
"The Good Wife ";"3.81";"2009";" Drammatico";" USA";" 43 Min";" CBS Television Studios";" Conclusa";" Julianna Margulies, Matt Czuchry, Christine Baranski, Alan Cumming, Zach Grenier, Jeffrey Dean Morgan, Cush Jumbo, Makenzie Vega, Graham Phillips";"                                            Alicia Florrick è una di quelle tante donne che deve badare da sola alla sua famiglia. Infatti, in seguito all’incarcerazione del marito a causa di uno scandalo a base di sesso e corruzione, Alicia è costretta a indossare nuovamente la toga di avvocato dopo tredici anni d’inattività. Ad aiutarla è l’amico Will, che le offre un posto di lavoro nel suo studio di Chicago, dove la donna divide gli spazi, e le cause, con gli altri associati, agguerriti tanto quanto lei."
"Crash ";"1.5";"2008";" Drammatico";" USA";" 43 Min";" Starz Entertainment, Lionsgate Television";" Cancellata";" Dennis Hopper, Eric Roberts, Moran Atias, Jake McLaughlin, Ross McCall, Jocko Sims, Linda Park, Dana Ashbrook, Clare Carey";"                                            Nella moderna Los Angeles, apatica e pericolosa, le persone cercano di vivere le proprie vite tentando di portare a compimento sogni e aspirazioni, tra intrecci sorprendenti e inaspettate tragedie. Tra loro c'è il famoso e cinico produttore discografico Ben Cendars, ma anche un poliziotto italoamericano incastrato in una relazione difficile, un immigrato sudamericano senza permesso di soggiorno, un rissoso detective, e un'aspirante attrice."
"Dirty Sexy Money ";"4.17";"2007";" Drammatico";" USA";" 41 Min";" ABC Studios";" Cancellata";" Peter Krause, Donald Sutherland, Jill Clayburgh, William Baldwin, Natalie Zea, Glenn Fitzgerald, Seth Gabel, Samaire Armstrong, Zoe McLellan";"                                            Dopo la tragica e misteriosa morte del padre, Nick George occupa il suo posto come avvocato di fiducia dei Darling, una facoltosa famiglia newyorkese dalle abitudini bizzarre. Tripp, il patriarca, è un uomo apparentemente affidabile la cui moglie Letitia, sull'orlo della depressione, aveva una relazione segreta con il padre di Nick. E non meno complicate sono le vite dei loro cinque figli: Patrick, Karen, Brian, Jeremy e Juliet."
"Greek ";"3.73";"2007";" Drammatico";" USA";" 44 Min";" ABC Family Original Productions";" Conclusa";" Jacob Zachar, Spencer Grammer, Scott Michael Foster, Amber Stevens West, Jake McDorman, Paul James, Clark Duke, Dilshad Vadsaria, Tiffany Dupont";"                                            Rusty è una matricola all'università. Un ragazzo intelligente, ma anche imbranato. Annoiato dall'atmosfera del corso d’ingegneria, Rusty decide di entrare in una confraternita, con grande disappunto di Casey, la quale vuole diventare la regina delle Zeta Beta Zeta e si sente minacciata dall'ottusità del fratello. Rusty, però, può confidare sull'aiuto di Cappie, presidente della Kappa Tau Gamma e nemico giurato del ragazzo di Casey, Evan."
"Damages ";"3.42";"2007";" Drammatico";" USA";" 43 Min";" Sony Pictures Television";" Conclusa";" Glenn Close, Rose Byrne, Ryan Phillippe, Janet McTeer, John Goodman, Dylan Baker, Tate Donovan, Ted Danson, Martin Short";"                                            La brillante e acuta neolaureata in legge Ellen Parsons sogna di iniziare la sua carriera dai piani alti, ottenendo un posto all’Hewes & Associates, importante studio legale newyorkese guidato dalla nota Patty Hewes. Infaticabile professionista, sempre in cerca della verità, Patty vede molto di se stessa nella nuova arrivata, che è stata capace di tenerle testa saltando l'importante colloquio di lavoro. Ellen non sa, però, che i fini di Patty son altri e che lei è disposta a tutto pur di vincere."
"Provaci ancora Gary ";"3.2";"2008";" Commedia";" USA";" 22 Min";" CBS Television Studios";" Cancellata";" Jay Mohr, Paula Marshall, Ryan Malgarini, Kathryn Newton, Brooke D'Orsay, Keegan Michael Key, Al Madrigal, Ed Begley Jr.";"                                            Gary Brooks, proprietario di un'impresa di pittura e a metà strada tra il patetico e il fuori di testa, appartiene a quel gruppo di uomini che, raggiunta la mezza età e con un divorzio alle spalle, cerca di costruirsi una nuova vita sentimentale. Quindici anni di matrimonio, però, sono tanti, e conciliare la sua prima famiglia - un'ex moglie molto possessiva e due figli nel pieno dello sviluppo - con la nuova fidanzata non è cosa semplice da gestire."
"White Collar ";"4.01";"2009";" Drammatico";" USA";" 42 Min";" Fox Television Studios";" Conclusa";" Matt Bomer, Tim Dekay, Willie Garson, Tiffani-Amber Thiessen, Marsha Thomason, Sharif Atkins, Hilarie Burton, Natalie Morales";"                                            Dopo aver trascorso gli ultimi quattro anni dietro le sbarre, a tre mesi dalla scarcerazione Neal Caffrey, uno dei ladri e falsari più ricercati dall’FBI, decide di evadere per ritrovare la sua ex fidanzata, che teme sia stata rapita. La sua fuga, però, dura poche ore perché l’agente Peter Burke, che già lo aveva catturato in passato, riesce a rintracciarlo. Consapevole del suo genio, Burke, esperto in crimini che coinvolgono opere d’arte, propone a Caffrey una collaborazione in cambio della sua libertà."
"Army Wives ";"3.2";"2007";" Drammatico";" USA";" 42 Min";" ABC Studios";" Cancellata";" Catherine Bell, Brooke Shields, Kelli Williams, Wendy Davis, Brian McNamara, Alyssa Diaz, Joseph Julian  Soria, Torrey DeVitto, Ashanti";"                                            Dopo il suo matrimonio lampo con il soldato Trevor LeBlanc, Roxy si trasferisce insieme al resto della famiglia nella base militale di Fort Marshall. Lo scontro con questo nuovo ambiente, per una donna impulsiva e impacciata come lei, è durissimo. Roxy non è abituata a una vita scandita dalle regole e dalle formalità, ma la nascente amicizia con le altre mogli dei soldati - Pamela, Claudia e Denise - le è di grandissimo aiuto."
